suite,rows,variant,phase,mode,memory,case,n,median_ms,min_ms,max_ms,planning_median_ms,plan,baseline_median_ms,change_pct,baseline_plan,plan_changed
scalar,1000000,roaring_bitmap,clean,default,64MB,group_c200,2,148.4105,146.301,150.52,0.0305,Seq Scan,,,,
scalar,1000000,roaring_bitmap,clean,default,64MB,in_c20k_100,2,2.9495,2.944,2.955,0.074,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,1000000,roaring_bitmap,clean,default,64MB,is_null,2,23.0915,22.936,23.247,0.0265,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,1000000,roaring_bitmap,clean,default,64MB,range_random,2,53.9385,53.48,54.397,0.042499999999999996,Seq Scan,,,,
scalar,1000000,roaring_bitmap,dirty_scattered,default,64MB,and2,2,6.628,6.597,6.659,0.044,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,1000000,roaring_bitmap,dirty_scattered,default,64MB,eq_c200_17,2,2.767,2.691,2.843,0.0325,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,1000000,roaring_bitmap,dirty_scattered,default,64MB,eq_c2_0,2,64.79249999999999,62.318,67.267,0.05,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,1000000,roaring_bitmap,dirty_scattered,default,64MB,group_c200,2,143.80450000000002,140.763,146.846,0.0305,Seq Scan,,,,
scalar,1000000,roaring_bitmap,dirty_scattered,prefer_index,64MB,group_c200,2,140.08,139.937,140.223,0.0435,Seq Scan,,,,
scalar,5000000,btree,after_maintenance,default,64MB,eq_c200_17,2,2.1310000000000002,2.099,2.163,0.06,Index Only Scan,,,,
scalar,5000000,btree,after_maintenance,default,64MB,group_c200,2,547.8444999999999,541.991,553.698,0.0495,Index Only Scan,,,,
scalar,5000000,btree,clean,default,64MB,and2,2,16.1845,15.961,16.408,0.051500000000000004,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,btree,clean,default,64MB,and3,2,13.125,12.926,13.324,0.0405,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,btree,clean,default,64MB,and3_selective,2,1.57,1.546,1.594,0.05,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,btree,clean,default,64MB,eq_c200_17,2,1.5510000000000002,1.522,1.58,0.0455,Index Only Scan,,,,
scalar,5000000,btree,clean,default,64MB,eq_c20k_123,2,0.0325,0.032,0.033,0.033,Index Only Scan,,,,
scalar,5000000,btree,clean,default,64MB,eq_c2_0,2,160.649,156.072,165.226,0.031,Index Only Scan,,,,
scalar,5000000,btree,clean,default,64MB,fetch_medium,2,16.1415,14.081,18.202,0.0405,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,btree,clean,default,64MB,group_c200,2,407.1245,401.942,412.307,0.0385,Index Only Scan,,,,
scalar,5000000,btree,clean,default,64MB,in_c20k_100,2,1.6019999999999999,1.601,1.603,0.076,Index Only Scan,,,,
scalar,5000000,btree,clean,default,64MB,is_null,2,36.3555,33.864,38.847,0.028,Index Only Scan,,,,
scalar,5000000,btree,clean,default,64MB,range_random,2,1.5699999999999998,1.567,1.573,0.054,Index Only Scan,,,,
scalar,5000000,btree,dirty_scattered,default,64MB,and2,2,218.6275,217.098,220.157,0.0415,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,btree,dirty_scattered,default,64MB,eq_c200_17,2,1.8980000000000001,1.575,2.221,0.062,Index Only Scan,,,,
scalar,5000000,btree,dirty_scattered,default,64MB,eq_c2_0,2,594.9190000000001,517.421,672.417,0.068,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,btree,dirty_scattered,default,64MB,group_c200,2,827.0915,800.846,853.337,0.051000000000000004,Seq Scan,,,,
scalar,5000000,btree,dirty_scattered,prefer_index,64MB,group_c200,2,410.975,405.706,416.244,0.053,Index Only Scan,,,,
scalar,5000000,gin,after_maintenance,default,64MB,eq_c200_17,2,21.91,21.793,22.027,0.0645,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,after_maintenance,default,64MB,group_c200,2,1572.6574999999998,1562.331,1582.984,0.045,Seq Scan,,,,
scalar,5000000,gin,clean,default,64MB,and2,2,189.14600000000002,179.904,198.388,0.0745,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,and3,2,30.4585,26.896,34.021,0.066,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,and3_selective,2,2.7995,2.795,2.804,0.08149999999999999,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,eq_c200_17,2,17.144,16.81,17.478,0.036000000000000004,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,eq_c20k_123,2,0.2725,0.211,0.334,0.06,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,eq_c2_0,2,958.6959999999999,906.424,1010.968,0.057499999999999996,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,fetch_medium,2,25.991,20.734,31.248,0.061,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,group_c200,2,1261.9845,1237.284,1286.685,0.045,Seq Scan,,,,
scalar,5000000,gin,clean,default,64MB,in_c20k_100,2,167.87900000000002,129.428,206.33,0.094,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,clean,default,64MB,is_null,2,629.389,561.196,697.582,0.032,Seq Scan,,,,
scalar,5000000,gin,clean,default,64MB,range_random,2,403.99199999999996,262.415,545.569,0.0435,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,dirty_scattered,default,64MB,and2,2,194.3005,180.978,207.623,0.074,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,dirty_scattered,default,64MB,eq_c200_17,2,185.43599999999998,125.005,245.867,0.0665,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,dirty_scattered,default,64MB,eq_c2_0,2,757.998,693.277,822.719,0.0645,"Bitmap Heap Scan, Bitmap Index Scan",,,,
scalar,5000000,gin,dirty_scattered,default,64MB,group_c200,2,911.8905,859.176,964.605,0.0495,Seq Scan,,,,
scalar,5000000,gin,dirty_scattered,prefer_index,64MB,group_c200,2,982.6514999999999,975.97,989.333,0.0555,Seq Scan,,,,
scalar,5000000,roaring,after_maintenance,default,64MB,eq_c200_17,2,0.6134999999999999,0.613,0.614,0.0455,LionCount,,,,
scalar,5000000,roaring,after_maintenance,default,64MB,group_c200,2,54.2915,53.678,54.905,0.0325,LionCount,,,,
