burst_roaring_keys2_c8_unlogged	9.102	-	tps=867.878548 p95_ms=13.441
burst_btree_keys2_c8_unlogged	3.715	-	tps=2149.567147 p95_ms=6.135
burst_none_keys2_c8_unlogged	0.329	-	tps=19537.908197 p95_ms=0.869
