suite,rows,variant,phase,mode,memory,case,n,median_ms,min_ms,max_ms,planning_median_ms,plan,baseline_median_ms,change_pct,baseline_plan,plan_changed
scalar,5000000,gin,dirty_scattered,default,64MB,group_c200,2,942.1065,872.903,1011.31,0.07150000000000001,Seq Scan,934.408,0.8238906344979924,Seq Scan,False
scalar,5000000,gin,dirty_scattered,prefer_index,64MB,group_c200,2,993.2905000000001,989.114,997.467,0.057,Seq Scan,1016.5740000000001,-2.290389091202416,Seq Scan,False
scalar,5000000,roaring,after_maintenance,default,64MB,eq_c200_17,2,0.1595,0.158,0.161,0.0365,LionCount,0.152,4.9342105263157965,LionCount,False
scalar,5000000,roaring,after_maintenance,default,64MB,group_c200,2,21.5465,21.127,21.966,0.0335,LionCount,22.009,-2.1014130582943324,LionCount,False
scalar,5000000,roaring,clean,default,64MB,and2,2,1.7915,1.771,1.812,0.0475,LionCount,1.6435,9.005171889260733,LionCount,False
scalar,5000000,roaring,clean,default,64MB,and3,2,1.294,1.266,1.322,0.059,LionCount,1.1345,14.059056853239316,LionCount,False
scalar,5000000,roaring,clean,default,64MB,eq_c200_17,2,0.1195,0.113,0.126,0.05499999999999999,LionCount,0.10250000000000001,16.58536585365853,LionCount,False
scalar,5000000,roaring,clean,default,64MB,eq_c20k_123,2,0.025,0.019,0.031,0.08099999999999999,LionCount,0.025,0.0,LionCount,False
scalar,5000000,roaring,clean,default,64MB,eq_c2_0,2,1.811,1.78,1.842,0.036500000000000005,LionCount,2.0335,-10.941726088025582,LionCount,False
scalar,5000000,roaring,clean,default,64MB,fetch_medium,2,15.6635,14.038,17.289,0.037,"Bitmap Heap Scan, Bitmap Index Scan",15.2385,2.788988417495175,"Bitmap Heap Scan, Bitmap Index Scan",False
scalar,5000000,roaring,clean,default,64MB,group_c200,2,19.688000000000002,17.559,21.817,0.035500000000000004,LionCount,18.645,5.593993027621358,LionCount,False
scalar,5000000,roaring,clean,default,64MB,in_c20k_100,2,0.869,0.637,1.101,0.1535,LionCount,2.4539999999999997,-64.5884270578647,LionCount,False
scalar,5000000,roaring,clean,default,64MB,is_null,2,0.4185,0.417,0.42,0.0315,LionCount,0.4515,-7.3089700996677776,LionCount,False
scalar,5000000,roaring,clean,default,64MB,range_random,2,705.309,685.367,725.251,0.0495,Seq Scan,713.0625,-1.0873520904549072,Seq Scan,False
scalar,5000000,roaring,dirty_scattered,default,64MB,and2,2,1.8955000000000002,1.776,2.015,0.0455,LionCount,1.8615,1.8264840182648623,LionCount,False
scalar,5000000,roaring,dirty_scattered,default,64MB,eq_c200_17,2,0.098,0.098,0.098,0.04,LionCount,0.19949999999999998,-50.87719298245613,LionCount,False
scalar,5000000,roaring,dirty_scattered,default,64MB,eq_c2_0,2,1.802,1.781,1.823,0.0375,LionCount,1.9805000000000001,-9.012875536480692,LionCount,False
